assist_percentage,block_percentage,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,free_throws_per_field_goal_attempt,offensive_rating,offensive_rebound_percentage,opp_assist_percentage,opp_block_percentage,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_free_throw_attempt_rate,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_three_point_attempt_rate,opp_three_point_field_goal_percentage,opp_total_rebound_percentage,opp_true_shooting_percentage,opp_turnover_percentage,opp_two_point_field_goal_percentage,pace,steal_percentage,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_field_goal_percentage,win_percentage,wins,did_win
2,3.8,0.03,0.026,-0.102,0.019,-0.062,6.3,-1.5,-5,-0.3,0.002,-0.019,-0.097,-0.095,3.2,0.053,0.067,1.6,-0.017,1.5,-0.053,-4.5,3.5,5.94,0.009,0.024,-1.6,0.02,-2.1,0.028,0.315,11,1
-2,-3.8,-0.03,-0.026,0.102,-0.019,0.062,-6.3,1.5,5,0.3,-0.002,0.019,0.097,0.095,-3.2,-0.053,-0.067,-1.6,0.017,-1.5,0.053,4.5,-3.5,-5.94,-0.009,-0.024,1.6,-0.02,2.1,-0.028,-0.315,-11,0
5.7,0.7,-0.016,0.002,0.034,-0.013,0.019,0.7,2.2,-1.1,0.1,-0.073,-0.061,-0.101,-0.077,-2.7,-0.006,-0.066,-3.6,-0.074,-2.7,-0.06,-3.6,-1.3,0.43,-0.083,-0.021,3.6,-0.013,-1.6,0,0.282,10,1
-5.7,-0.7,0.016,-0.002,-0.034,0.013,-0.019,-0.7,-2.2,1.1,-0.1,0.073,0.061,0.101,0.077,2.7,0.006,0.066,3.6,0.074,2.7,0.06,3.6,1.3,-0.43,0.083,0.021,-3.6,0.013,1.6,0,-0.282,-10,0
-6.9,5.3,-0.018,0,0.036,0.08,0.055,0.9,-1.3,-3.6,-1.7,-0.007,0.004,0.024,0.036,4.4,-0.086,0.014,2.6,0.004,-2,-0.024,0.4,0.4,9.47,-0.129,0.028,-2.6,0,-1.5,-0.052,-0.028,-1,1
6.9,-5.3,0.018,0,-0.036,-0.08,-0.055,-0.9,1.3,3.6,1.7,0.007,-0.004,-0.024,-0.036,-4.4,0.086,-0.014,-2.6,-0.004,2,0.024,-0.4,-0.4,-9.47,0.129,-0.028,2.6,0,1.5,0.052,0.028,1,0
9,1.4,0.016,0.018,0.002,-0.042,-0.013,-6.3,-9.3,5.8,-1.9,-0.048,-0.049,0.044,0.02,-1.5,0.031,-0.023,1.7,-0.042,-0.9,-0.058,-2.6,-0.3,-1.96,0.005,-0.023,-1.7,0.008,2.3,0.037,-0.031,-1,1
-9,-1.4,-0.016,-0.018,-0.002,0.042,0.013,6.3,9.3,-5.8,1.9,0.048,0.049,-0.044,-0.02,1.5,-0.031,0.023,-1.7,0.042,0.9,0.058,2.6,0.3,1.96,-0.005,0.023,1.7,-0.008,-2.3,-0.037,0.031,1,0
1.8,0.6,0.002,0.028,0.014,-0.028,-0.001,4.8,6.5,8.7,-2.6,0.016,0.008,0.038,0.025,1.4,0.009,0.036,-2.4,0.017,0.2,-0.005,1.1,1.3,14.99,-0.116,-0.026,2.4,-0.002,-1.6,0.027,-0.045,0,1
-1.8,-0.6,-0.002,-0.028,-0.014,0.028,0.001,-4.8,-6.5,-8.7,2.6,-0.016,-0.008,-0.038,-0.025,-1.4,-0.009,-0.036,2.4,-0.017,-0.2,0.005,-1.1,-1.3,-14.99,0.116,0.026,-2.4,0.002,1.6,-0.027,0.045,0,0
-1.6,-1.8,0.057,0.026,0.072,0.064,0.07,7.5,0.8,-2.5,1.5,0.027,0.013,0.069,0.032,-3.3,0.042,0.029,-2.1,0.02,4.1,0.015,-3.3,4.1,-5.89,0.095,0.07,2.1,0.064,2.3,0.02,0.133,4,1
1.6,1.8,-0.057,-0.026,-0.072,-0.064,-0.07,-7.5,-0.8,2.5,-1.5,-0.027,-0.013,-0.069,-0.032,3.3,-0.042,-0.029,2.1,-0.02,-4.1,-0.015,3.3,-4.1,5.89,-0.095,-0.07,-2.1,-0.064,-2.3,-0.02,-0.133,-4,0
-6.9,-3.1,0.075,0.06,0.064,0.017,0.054,17.2,5,-4.8,-3.5,-0.017,0.002,0,0,-1.1,-0.052,-0.07,-4.3,-0.015,-2.8,0.024,-1.6,-0.6,2.01,0.042,0.039,4.3,0.073,-1.6,0.082,0.302,13,1
6.9,3.1,-0.075,-0.06,-0.064,-0.017,-0.054,-17.2,-5,4.8,3.5,0.017,-0.002,0,0,1.1,0.052,0.07,4.3,0.015,2.8,-0.024,1.6,0.6,-2.01,-0.042,-0.039,-4.3,-0.073,1.6,-0.082,-0.302,-13,0
-7.3,5.2,0.027,0.043,-0.001,-0.013,-0.005,9.8,20.6,-3.9,1.8,-0.017,-0.005,-0.042,-0.037,4.4,-0.08,0.002,-9.5,-0.021,-5.9,-0.029,5.2,-1.4,14.32,-0.11,0.021,9.5,0.021,3.3,0.029,-0.071,-3,1
7.3,-5.2,-0.027,-0.043,0.001,0.013,0.005,-9.8,-20.6,3.9,-1.8,0.017,0.005,0.042,0.037,-4.4,0.08,-0.002,9.5,0.021,5.9,0.029,-5.2,1.4,-14.32,0.11,-0.021,-9.5,-0.021,-3.3,-0.029,0.071,3,0
2.1,-3.4,0.04,0.031,-0.158,0.055,-0.094,8.7,7.2,-15.1,-2.8,-0.024,-0.001,-0.083,-0.063,-5.8,-0.117,-0.025,-7.5,-0.031,-5.2,-0.016,-8.1,-4.3,-2.08,0.033,0.009,7.5,0.031,0.2,0.054,0.103,5,1
-2.1,3.4,-0.04,-0.031,0.158,-0.055,0.094,-8.7,-7.2,15.1,2.8,0.024,0.001,0.083,0.063,5.8,0.117,0.025,7.5,0.031,5.2,0.016,8.1,4.3,2.08,-0.033,-0.009,-7.5,-0.031,-0.2,-0.054,-0.103,-5,0
-6.5,1.8,-0.013,-0.004,0.067,-0.018,0.039,-4.5,-2.7,-6.5,-0.8,-0.001,0.017,0.16,0.105,0.3,-0.07,-0.048,1.5,0.012,-0.6,0.039,2.3,-1.5,-0.87,-0.038,-0.014,-1.5,-0.009,1.1,-0.009,-0.119,-5,1
6.5,-1.8,0.013,0.004,-0.067,0.018,-0.039,4.5,2.7,6.5,0.8,0.001,-0.017,-0.16,-0.105,-0.3,0.07,0.048,-1.5,-0.012,0.6,-0.039,-2.3,1.5,0.87,0.038,0.014,1.5,0.009,-1.1,0.009,0.119,5,0
4.5,1.1,-0.024,-0.031,0.079,-0.092,0.022,-6.6,-4.6,-5.2,-1.8,-0.027,-0.011,-0.008,-0.008,4,-0.082,-0.015,4.6,-0.026,2.7,-0.029,5.9,2.7,0.47,0.076,-0.041,-4.6,-0.028,-0.1,-0.012,0.11,1,1
-4.5,-1.1,0.024,0.031,-0.079,0.092,-0.022,6.6,4.6,5.2,1.8,0.027,0.011,0.008,0.008,-4,0.082,0.015,-4.6,0.026,-2.7,0.029,-5.9,-2.7,-0.47,-0.076,0.041,4.6,0.028,0.1,0.012,-0.11,-1,0
-13.7,2.4,0.004,0.019,0.135,-0.017,0.082,6.4,4.3,2.4,-1.1,-0.009,-0.007,0.077,0.051,3.7,0.003,-0.014,-0.3,-0.002,1.3,-0.003,-3.2,0.2,2,-0.11,0.027,0.3,0.009,-2.1,-0.01,0.219,7,1
13.7,-2.4,-0.004,-0.019,-0.135,0.017,-0.082,-6.4,-4.3,-2.4,1.1,0.009,0.007,-0.077,-0.051,-3.7,-0.003,0.014,0.3,0.002,-1.3,0.003,3.2,-0.2,-2,0.11,-0.027,-0.3,-0.009,2.1,0.01,-0.219,-7,0
6.1,5.5,-0.047,-0.035,-0.025,-0.017,-0.024,-9.5,1.2,-2.1,1.9,-0.056,-0.059,0.088,0.066,-4.3,0.045,-0.023,-2.2,-0.04,2.2,-0.071,-0.2,2.5,0.22,-0.017,-0.047,2.2,-0.044,2.5,-0.034,-0.023,0,1
-6.1,-5.5,0.047,0.035,0.025,0.017,0.024,9.5,-1.2,2.1,-1.9,0.056,0.059,-0.088,-0.066,4.3,-0.045,0.023,2.2,0.04,-2.2,0.071,0.2,-2.5,-0.22,0.017,0.047,-2.2,0.044,-2.5,0.034,0.023,0,0
-4.1,-1.3,-0.007,-0.003,-0.001,0.06,0.022,4.7,0.4,-4.6,-1.4,0.028,0.019,0.039,0.04,-1.1,0.064,-0.009,0,0.033,0,0.048,-3.4,-1.3,12.71,-0.008,-0.013,0,0.003,-3.4,0.002,-0.008,-1,1
4.1,1.3,0.007,0.003,0.001,-0.06,-0.022,-4.7,-0.4,4.6,1.4,-0.028,-0.019,-0.039,-0.04,1.1,-0.064,0.009,0,-0.033,0,-0.048,3.4,1.3,-12.71,0.008,0.013,0,-0.003,3.4,-0.002,0.008,1,0
8.1,-3.3,-0.046,-0.049,-0.028,0.009,-0.016,-4.5,-1.5,0.3,3.2,0.035,0.028,-0.114,-0.092,1.4,-0.005,0.046,2.3,0.015,-2.9,0.017,-0.3,-1.3,9.44,0.011,0.009,-2.3,-0.039,-1.9,-0.078,-0.187,-6,1
-8.1,3.3,0.046,0.049,0.028,-0.009,0.016,4.5,1.5,-0.3,-3.2,-0.035,-0.028,0.114,0.092,-1.4,0.005,-0.046,-2.3,-0.015,2.9,-0.017,0.3,1.3,-9.44,-0.011,-0.009,2.3,0.039,1.9,0.078,0.187,6,0
2.3,5.5,0.073,0.063,0.081,0.006,0.053,9.4,2.4,-8.7,0.7,-0.086,-0.076,0.145,0.1,0.8,-0.037,-0.02,-2.8,-0.06,5,-0.125,3.5,3.6,0.06,-0.002,0.061,2.8,0.07,2.4,0.064,0.5,19,1
-2.3,-5.5,-0.073,-0.063,-0.081,-0.006,-0.053,-9.4,-2.4,8.7,-0.7,0.086,0.076,-0.145,-0.1,-0.8,0.037,0.02,2.8,0.06,-5,0.125,-3.5,-3.6,-0.06,0.002,-0.061,-2.8,-0.07,-2.4,-0.064,-0.5,-19,0
-0.9,-2.4,-0.1,-0.071,0.019,-0.04,-0.002,-9.9,10.5,4.3,1.3,-0.009,0.002,0.023,-0.007,3.9,-0.02,-0.051,-1.5,-0.016,2.1,0.025,2.5,-1.7,-3.61,-0.099,-0.074,1.5,-0.09,-0.3,-0.09,-0.047,-5,1
0.9,2.4,0.1,0.071,-0.019,0.04,0.002,9.9,-10.5,-4.3,-1.3,0.009,-0.002,-0.023,0.007,-3.9,0.02,0.051,1.5,0.016,-2.1,-0.025,-2.5,1.7,3.61,0.099,0.074,-1.5,0.09,0.3,0.09,0.047,5,0
-8.5,5,0.035,0.028,0.034,-0.008,0.022,6.7,2.3,-14.5,2.7,-0.054,-0.02,0.043,0.051,0.5,-0.135,-0.05,-0.3,-0.034,5.5,-0.033,-4.1,3.8,1.68,0.067,-0.029,0.3,0.032,0.2,0.075,0.363,11,1
8.5,-5,-0.035,-0.028,-0.034,0.008,-0.022,-6.7,-2.3,14.5,-2.7,0.054,0.02,-0.043,-0.051,-0.5,0.135,0.05,0.3,0.034,-5.5,0.033,4.1,-3.8,-1.68,-0.067,0.029,-0.3,-0.032,-0.2,-0.075,-0.363,-11,0
12.9,5,0.076,0.071,0.076,0.06,0.076,14.8,2.3,-13.8,-1.7,-0.087,-0.058,-0.072,-0.052,-1.6,-0.122,-0.042,-4.7,-0.082,-0.2,-0.1,4.2,1.1,-2.81,0.005,0.024,4.7,0.082,-0.7,0.098,0.547,19,1
-12.9,-5,-0.076,-0.071,-0.076,-0.06,-0.076,-14.8,-2.3,13.8,1.7,0.087,0.058,0.072,0.052,1.6,0.122,0.042,4.7,0.082,0.2,0.1,-4.2,-1.1,2.81,-0.005,-0.024,-4.7,-0.082,0.7,-0.098,-0.547,-19,0
11.3,3,0.023,0.033,0.124,0.075,0.114,5,-1.8,1.1,-1.7,-0.016,0,-0.009,-0.025,-1.2,-0.079,-0.012,-1.5,-0.023,-0.5,-0.013,4.6,0.2,3.35,-0.074,0.014,1.5,0.041,0.4,0.025,0.134,2,1
-11.3,-3,-0.023,-0.033,-0.124,-0.075,-0.114,-5,1.8,-1.1,1.7,0.016,0,0.009,0.025,1.2,0.079,0.012,1.5,0.023,0.5,0.013,-4.6,-0.2,-3.35,0.074,-0.014,-1.5,-0.041,-0.4,-0.025,-0.134,-2,0
-5.3,0.4,-0.027,-0.017,-0.012,0.026,0,2.5,5.9,0.3,-2.2,0.007,0.007,-0.03,-0.017,-1.1,-0.006,0,-2.3,0.005,1,0.011,4.9,1.5,-0.62,-0.015,-0.037,2.3,-0.021,-3,-0.005,0.042,1,1
5.3,-0.4,0.027,0.017,0.012,-0.026,0,-2.5,-5.9,-0.3,2.2,-0.007,-0.007,0.03,0.017,1.1,0.006,0,2.3,-0.005,-1,-0.011,-4.9,-1.5,0.62,0.015,0.037,-2.3,0.021,3,0.005,-0.042,-1,0
-5.2,0.1,0.035,0.042,-0.018,0.028,-0.003,9.9,3.9,-5.1,-2.6,0.001,-0.011,-0.059,-0.049,-6.4,0.063,0.006,-5.5,-0.007,1.3,-0.007,-3.8,-0.5,10.3,-0.094,0.046,5.5,0.032,-2.7,0.014,0.176,6,1
5.2,-0.1,-0.035,-0.042,0.018,-0.028,0.003,-9.9,-3.9,5.1,2.6,-0.001,0.011,0.059,0.049,6.4,-0.063,-0.006,5.5,0.007,-1.3,0.007,3.8,0.5,-10.3,0.094,-0.046,-5.5,-0.032,2.7,-0.014,-0.176,-6,0
3.2,-5.8,0.025,0.002,-0.016,-0.042,-0.026,-0.7,-4.8,-14.6,4.6,0.046,0.05,-0.061,-0.028,-5.9,-0.055,0.029,0.5,0.04,-2.5,0.048,0.8,-4.1,-1.78,0.079,0.045,-0.5,0.013,0.7,-0.004,-0.047,-2,1
-3.2,5.8,-0.025,-0.002,0.016,0.042,0.026,0.7,4.8,14.6,-4.6,-0.046,-0.05,0.061,0.028,5.9,0.055,-0.029,-0.5,-0.04,2.5,-0.048,-0.8,4.1,1.78,-0.079,-0.045,0.5,-0.013,-0.7,0.004,0.047,2,0
11.6,-3,0.032,0.014,-0.077,-0.009,-0.055,-3.2,-16,-5.3,0.6,0.026,0.03,-0.064,-0.05,-2.2,-0.023,-0.005,6.5,0.014,-0.6,0.045,6.7,0,4.04,0.096,0.003,-6.5,0.02,-1.1,0.046,-0.017,0,1
-11.6,3,-0.032,-0.014,0.077,0.009,0.055,3.2,16,5.3,-0.6,-0.026,-0.03,0.064,0.05,2.2,0.023,0.005,-6.5,-0.014,0.6,-0.045,-6.7,0,-4.04,-0.096,-0.003,6.5,-0.02,1.1,-0.046,0.017,0,0
7.7,-0.2,0.048,0.012,0.051,-0.014,0.033,6.5,-3.2,-1.5,-0.6,0.024,0.01,-0.008,-0.026,-0.3,0.056,0.021,1.7,0.011,3.2,0.018,3.9,2.6,-5.18,0.124,0.071,-1.7,0.044,-0.8,0.006,0.289,10,1
-7.7,0.2,-0.048,-0.012,-0.051,0.014,-0.033,-6.5,3.2,1.5,0.6,-0.024,-0.01,0.008,0.026,0.3,-0.056,-0.021,-1.7,-0.011,-3.2,-0.018,-3.9,-2.6,5.18,-0.124,-0.071,1.7,-0.044,0.8,-0.006,-0.289,-10,0
10.7,-0.4,0.098,0.089,-0.019,-0.033,-0.027,13.1,-0.6,-1,0.5,-0.013,-0.008,0.037,0.022,-6,-0.013,-0.012,-3.4,-0.008,2.5,-0.01,3,4.4,2.26,-0.028,0.088,3.4,0.075,-1.1,0.084,0.282,9,1
-10.7,0.4,-0.098,-0.089,0.019,0.033,0.027,-13.1,0.6,1,-0.5,0.013,0.008,-0.037,-0.022,6,0.013,0.012,3.4,0.008,-2.5,0.01,-3,-4.4,-2.26,0.028,-0.088,-3.4,-0.075,1.1,-0.084,-0.282,-9,0
14.8,1.2,0.034,0.015,-0.003,0.028,0.008,2.6,-5.2,-7,-0.1,-0.047,-0.034,-0.113,-0.076,-5.1,-0.032,-0.043,-1.5,-0.047,-3.6,-0.036,-2.2,-2.8,19.73,0.06,0.054,1.5,0.033,-0.1,0.009,0.121,4,1
-14.8,-1.2,-0.034,-0.015,0.003,-0.028,-0.008,-2.6,5.2,7,0.1,0.047,0.034,0.113,0.076,5.1,0.032,0.043,1.5,0.047,3.6,0.036,2.2,2.8,-19.73,-0.06,-0.054,-1.5,-0.033,0.1,-0.009,-0.121,-4,0
16.4,1.2,0.025,0.027,-0.023,0.017,-0.01,4.1,2.8,4.9,-0.8,-0.075,-0.059,-0.002,-0.009,-6.1,-0.019,-0.063,-6.8,-0.068,-1.7,-0.062,-2.3,-3.2,5.83,-0.025,0.02,6.8,0.023,-0.3,0.026,0.308,10,1
-16.4,-1.2,-0.025,-0.027,0.023,-0.017,0.01,-4.1,-2.8,-4.9,0.8,0.075,0.059,0.002,0.009,6.1,0.019,0.063,6.8,0.068,1.7,0.062,2.3,3.2,-5.83,0.025,-0.02,-6.8,-0.023,0.3,-0.026,-0.308,-10,0
-3.8,-1,0.035,0.007,0.031,0.054,0.039,6.4,-5.5,7.6,0,-0.009,-0.018,-0.022,0.001,-2.2,0.068,-0.019,1.1,-0.002,0.3,-0.001,-0.2,1.9,0.1,0.156,-0.023,-1.1,0.04,-1.5,0.045,0.18,7,1
3.8,1,-0.035,-0.007,-0.031,-0.054,-0.039,-6.4,5.5,-7.6,0,0.009,0.018,0.022,-0.001,2.2,-0.068,0.019,-1.1,0.002,-0.3,0.001,0.2,-1.9,-0.1,-0.156,0.023,1.1,-0.04,1.5,-0.045,-0.18,-7,0
-4.4,3.8,-0.015,-0.004,-0.003,0.003,-0.001,-5.5,-4.4,0.6,-4.4,-0.033,-0.045,0.031,0.024,-2.2,0.067,0.01,0,-0.024,-1.7,-0.057,-0.6,0.5,10.24,-0.053,-0.01,0,-0.012,0.5,-0.013,0.047,1,1
4.4,-3.8,0.015,0.004,0.003,-0.003,0.001,5.5,4.4,-0.6,4.4,0.033,0.045,-0.031,-0.024,2.2,-0.067,-0.01,0,0.024,1.7,0.057,0.6,-0.5,-10.24,0.053,0.01,0,0.012,-0.5,0.013,-0.047,-1,0
-15.3,-1.2,-0.062,-0.035,-0.048,0.042,-0.019,-8.2,-1.8,7.3,-3.2,0.006,0.008,0.01,0.007,4,-0.008,-0.006,3.6,0.005,-1.2,0.013,-5.8,0.2,-0.86,-0.115,-0.034,-3.6,-0.049,-1,-0.07,-0.239,-9,1
15.3,1.2,0.062,0.035,0.048,-0.042,0.019,8.2,1.8,-7.3,3.2,-0.006,-0.008,-0.01,-0.007,-4,0.008,0.006,-3.6,-0.005,1.2,-0.013,5.8,-0.2,0.86,0.115,0.034,3.6,0.049,1,0.07,0.239,9,0
-15,-4,-0.07,-0.051,-0.047,0.001,-0.034,-9.6,4.8,-5.2,2.7,0.041,0.033,0.065,0.049,3.7,-0.009,0.056,1.1,0.043,-0.3,0.019,-1.6,0.2,15.09,-0.07,-0.041,-1.1,-0.065,0.7,-0.071,-0.31,-11,1
15,4,0.07,0.051,0.047,-0.001,0.034,9.6,-4.8,5.2,-2.7,-0.041,-0.033,-0.065,-0.049,-3.7,0.009,-0.056,-1.1,-0.043,0.3,-0.019,1.6,-0.2,-15.09,0.07,0.041,1.1,0.065,-0.7,0.071,0.31,11,0
3.4,-1.1,0.055,0.041,0.009,-0.05,-0.01,3.6,-3.6,-6.4,2,-0.035,-0.022,0.009,0.007,-3.7,-0.042,-0.033,-0.9,-0.029,4.5,-0.022,-4.5,2.5,-0.22,0.056,0.022,0.9,0.042,1,0.062,0.296,10,1
-3.4,1.1,-0.055,-0.041,-0.009,0.05,0.01,-3.6,3.6,6.4,-2,0.035,0.022,-0.009,-0.007,3.7,0.042,0.033,0.9,0.029,-4.5,0.022,4.5,-2.5,0.22,-0.056,-0.022,-0.9,-0.042,-1,-0.062,-0.296,-10,0
4.5,2.5,0.057,0.04,0.035,0.042,0.037,9.6,1.3,5.3,0.3,-0.023,-0.036,0.035,0.012,0.1,0.07,0.002,-1.6,-0.023,3.6,-0.045,0.6,4.2,0.35,0.06,0.035,1.6,0.058,0.7,0.057,0.344,11,1
-4.5,-2.5,-0.057,-0.04,-0.035,-0.042,-0.037,-9.6,-1.3,-5.3,-0.3,0.023,0.036,-0.035,-0.012,-0.1,-0.07,-0.002,1.6,0.023,-3.6,0.045,-0.6,-4.2,-0.35,-0.06,-0.035,-1.6,-0.058,-0.7,-0.057,-0.344,-11,0
-7.3,1.4,-0.017,-0.014,-0.066,-0.034,-0.063,-5.3,-5.5,0.5,-3,-0.041,-0.039,-0.003,0.006,3.3,-0.022,0.005,3,-0.031,-5.9,-0.068,-3,-3.9,1.34,0.02,-0.034,-3,-0.027,-1,0.006,-0.183,-5,1
7.3,-1.4,0.017,0.014,0.066,0.034,0.063,5.3,5.5,-0.5,3,0.041,0.039,0.003,-0.006,-3.3,0.022,-0.005,-3,0.031,5.9,0.068,3,3.9,-1.34,-0.02,0.034,3,0.027,1,-0.006,0.183,5,0
-1.8,5.6,0.028,0.015,-0.047,-0.01,-0.037,8,1.9,-0.3,-0.5,-0.007,-0.02,-0.061,-0.041,-7,0.051,0.016,-4.3,-0.01,1.2,-0.033,2.1,2.6,3.21,0.049,0.012,4.3,0.019,-2.7,0.03,0.251,9,1
1.8,-5.6,-0.028,-0.015,0.047,0.01,0.037,-8,-1.9,0.3,0.5,0.007,0.02,0.061,0.041,7,-0.051,-0.016,4.3,0.01,-1.2,0.033,-2.1,-2.6,-3.21,-0.049,-0.012,-4.3,-0.019,2.7,-0.03,-0.251,-9,0
2.6,-0.1,0.034,0.014,0.013,0.046,0.026,2.8,-0.7,3.7,-1.7,-0.006,-0.007,0.083,0.04,3.1,0.008,-0.003,0.9,-0.007,-0.4,-0.007,1.8,-0.4,0.94,0.079,0.029,-0.9,0.036,2.2,0.019,0.108,5,1
-2.6,0.1,-0.034,-0.014,-0.013,-0.046,-0.026,-2.8,0.7,-3.7,1.7,0.006,0.007,-0.083,-0.04,-3.1,-0.008,0.003,-0.9,0.007,0.4,0.007,-1.8,0.4,-0.94,-0.079,-0.029,0.9,-0.036,-2.2,-0.019,-0.108,-5,0
7.3,-0.9,0.009,0.012,-0.05,0.004,-0.037,-6.9,-8.1,6,-3,0.004,-0.002,-0.169,-0.121,2.1,0.031,0.007,3.1,-0.01,-3.4,0.001,0.7,-2.2,10.89,-0.025,0.007,-3.1,0.003,2.8,0.009,-0.081,-3,1
-7.3,0.9,-0.009,-0.012,0.05,-0.004,0.037,6.9,8.1,-6,3,-0.004,0.002,0.169,0.121,-2.1,-0.031,-0.007,-3.1,0.01,3.4,-0.001,-0.7,2.2,-10.89,0.025,-0.007,3.1,-0.003,-2.8,-0.009,0.081,3,0
0.4,-0.3,-0.028,-0.007,0.162,-0.013,0.111,-6.3,-8.5,4,2.9,-0.051,-0.041,-0.017,-0.011,0.4,-0.005,-0.045,2.9,-0.043,-1.5,-0.039,-4.8,-1.6,4.27,-0.101,-0.02,-2.9,-0.011,-0.3,-0.017,0.018,2,1
-0.4,0.3,0.028,0.007,-0.162,0.013,-0.111,6.3,8.5,-4,-2.9,0.051,0.041,0.017,0.011,-0.4,0.005,0.045,-2.9,0.043,1.5,0.039,4.8,1.6,-4.27,0.101,0.02,2.9,0.011,0.3,0.017,-0.018,-2,0
2.1,-4.5,0.021,-0.002,-0.014,0.046,0.008,6.9,1.6,-1.1,1.8,0.015,0.018,0.057,0.054,1.1,-0.014,0,0.3,0.023,-1.3,0.025,-5.7,-1.6,-1.58,0.097,0.038,-0.3,0.024,-1.1,-0.001,-0.078,-2,1
-2.1,4.5,-0.021,0.002,0.014,-0.046,-0.008,-6.9,-1.6,1.1,-1.8,-0.015,-0.018,-0.057,-0.054,-1.1,0.014,0,-0.3,-0.023,1.3,-0.025,5.7,1.6,1.58,-0.097,-0.038,0.3,-0.024,1.1,0.001,0.078,2,0
-5.8,2.3,0.008,0.01,0.017,0.103,0.049,1.9,-8.2,-5.9,1.3,-0.012,-0.015,-0.063,-0.048,1.1,0.007,0.006,3,-0.018,-3.7,-0.028,1.9,-2.2,-2.36,-0.078,0.07,-3,0.025,-1.7,-0.037,-0.016,-1,1
5.8,-2.3,-0.008,-0.01,-0.017,-0.103,-0.049,-1.9,8.2,5.9,-1.3,0.012,0.015,0.063,0.048,-1.1,-0.007,-0.006,-3,0.018,3.7,0.028,-1.9,2.2,2.36,0.078,-0.07,3,-0.025,1.7,0.037,0.016,1,0
-8.6,-1.3,-0.024,-0.054,0.001,0.019,0.009,-4.1,-7.3,-1.6,5.5,0.004,-0.008,-0.011,-0.001,-3.3,0.022,0.043,1.8,0.006,-4,-0.033,-1.7,-4.5,10.63,0.158,0.026,-1.8,-0.016,-1.2,-0.053,-0.156,-5,1
8.6,1.3,0.024,0.054,-0.001,-0.019,-0.009,4.1,7.3,1.6,-5.5,-0.004,0.008,0.011,0.001,3.3,-0.022,-0.043,-1.8,-0.006,4,0.033,1.7,4.5,-10.63,-0.158,-0.026,1.8,0.016,1.2,0.053,0.156,5,0
8.3,0.8,0.013,0.006,-0.089,-0.005,-0.064,2.4,9.1,-0.8,0.3,-0.005,-0.001,0.044,0.043,2.5,-0.004,-0.021,-2.6,0.004,2.2,0.011,-0.4,1.4,0,0.023,0.014,2.6,0.003,2.1,0.006,0.081,6,1
-8.3,-0.8,-0.013,-0.006,0.089,0.005,0.064,-2.4,-9.1,0.8,-0.3,0.005,0.001,-0.044,-0.043,-2.5,0.004,0.021,2.6,-0.004,-2.2,-0.011,0.4,-1.4,0,-0.023,-0.014,-2.6,-0.003,-2.1,-0.006,-0.081,-6,0
-10.4,-0.7,-0.05,-0.021,0.007,0.006,0.007,-3.1,11.2,-1.9,-2.1,-0.033,-0.028,0.057,0.042,1.9,-0.012,-0.013,-4.3,-0.022,2.1,-0.039,1.3,0.3,-7.6,-0.144,-0.022,4.3,-0.041,1,-0.052,0.141,5,1
10.4,0.7,0.05,0.021,-0.007,-0.006,-0.007,3.1,-11.2,1.9,2.1,0.033,0.028,-0.057,-0.042,-1.9,0.012,0.013,4.3,0.022,-2.1,0.039,-1.3,-0.3,7.6,0.144,0.022,-4.3,0.041,-1,0.052,-0.141,-5,0
6,-0.4,0.009,-0.003,-0.101,0.127,-0.029,2.4,-9,6.8,-1.4,-0.007,-0.003,-0.001,-0.01,-0.1,-0.047,0.025,3.9,-0.011,1,-0.029,-6.7,0.9,6.23,0.027,0.035,-3.9,0.018,-2.7,-0.029,0.136,6,1
-6,0.4,-0.009,0.003,0.101,-0.127,0.029,-2.4,9,-6.8,1.4,0.007,0.003,0.001,0.01,0.1,0.047,-0.025,-3.9,0.011,-1,0.029,6.7,-0.9,-6.23,-0.027,-0.035,3.9,-0.018,2.7,0.029,-0.136,-6,0
9.1,-0.6,0.023,0.023,0.074,0.052,0.073,2.8,-5.4,-8,0.5,0.01,0.025,0.037,0.046,3.3,-0.118,0.039,3.2,0.019,-3.4,-0.007,5.3,-0.8,-2.08,-0.035,0.037,-3.2,0.034,-0.3,0.011,-0.102,-4,1
-9.1,0.6,-0.023,-0.023,-0.074,-0.052,-0.073,-2.8,5.4,8,-0.5,-0.01,-0.025,-0.037,-0.046,-3.3,0.118,-0.039,-3.2,-0.019,3.4,0.007,-5.3,0.8,2.08,0.035,-0.037,3.2,-0.034,0.3,-0.011,0.102,4,0
2.7,-2.6,0.054,0.034,0.037,-0.006,0.023,8.9,4.2,-14,2.5,-0.029,-0.006,-0.089,-0.048,-1,-0.088,-0.038,-3,-0.025,2,-0.009,4.7,0.1,-1.42,0.072,0.044,3,0.049,0.7,0.048,0.292,11,1
